set_id,noinfo_variant,noinfo_calibration,noinfo_window,noinfo_quantile,gt_hard_count,base_risk_method,physical_policy_status,noinfo_min_run,noinfo_context_radius,hard_count,hard_percentage_all_notes,gt_error_recall,assigned_gt_error_recall,gt_precision,error_enrichment,incremental_count_beyond_physical,incremental_errors_beyond_physical
legacy_current_default__ni_k3_r1,ni_k3_r1,fixed,,,90,legacy_current_default,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,35000,0.06881351733412501,0.0663265306122449,0.2222222222222222,0.28888888888888886,1.3265306122448979,35000,26
bl_practical_or_rate995__ni_k3_r1,ni_k3_r1,fixed,,,154,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,48522,0.0953991282310404,0.04081632653061224,0.13675213675213677,0.1038961038961039,0.47707394646170165,48522,16
bl_crossing__ni_k2_r2,ni_k2_r2,fixed,,,151,bl_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,48744,0.09583560254098827,0.04846938775510204,0.1623931623931624,0.12582781456953643,0.5777807811866469,48744,19
bl_two_signal_strict__ni_k2_r1,ni_k2_r1,fixed,,,152,bl_two_signal_strict,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,49999,0.09830305866254048,0.05357142857142857,0.1794871794871795,0.13815789473684212,0.6343984962406016,49999,21
bl_practical_or_rate995__ni_k3_r2,ni_k3_r2,fixed,,,169,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,52797,0.10380420784827996,0.04591836734693878,0.15384615384615385,0.10650887573964497,0.48907136819224734,52797,18
bl_rate_q975__ni_k2_r2,ni_k2_r2,fixed,,,167,bl_rate_q975,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,53954,0.1060789861212966,0.04846938775510204,0.1623931623931624,0.11377245508982035,0.5224245386777465,53954,19
bl_practical_or_crossing__ni_k3_r4,ni_k3_r4,fixed,,,188,bl_practical_or_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,56320,0.11073077989308346,0.05102040816326531,0.17094017094017094,0.10638297872340426,0.4884932696482849,56320,20
bl_span_practical__ni_k3_r4,ni_k3_r4,fixed,,,188,bl_span_practical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,56320,0.11073077989308346,0.05102040816326531,0.17094017094017094,0.10638297872340426,0.4884932696482849,56320,20
bl_practical_or_crossing__ni_k2_r1,ni_k2_r1,fixed,,,194,bl_practical_or_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,57632,0.1133103037428655,0.04591836734693878,0.15384615384615385,0.09278350515463918,0.4260467073427309,57632,18
bl_span_practical__ni_k2_r1,ni_k2_r1,fixed,,,194,bl_span_practical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,57632,0.1133103037428655,0.04591836734693878,0.15384615384615385,0.09278350515463918,0.4260467073427309,57632,18
bl_practical_or_rate995__ni_k3_r4,ni_k3_r4,fixed,,,196,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,60798,0.11953497791086093,0.05612244897959184,0.18803418803418803,0.11224489795918367,0.5154102457309455,60798,22
bl_practical_or_rate995__ni_k2_r1,ni_k2_r1,fixed,,,202,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,62215,0.12232094231264537,0.05102040816326531,0.17094017094017094,0.09900990099009901,0.4546373004647404,62215,20
bl_two_signal_strict__ni_k2_r2,ni_k2_r2,fixed,,,202,bl_two_signal_strict,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,67000,0.1317287331824679,0.0663265306122449,0.2222222222222222,0.12871287128712872,0.5910284906041625,67000,26
bl_span_comfortable__ni_k5_r1,ni_k5_r1,fixed,,,233,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,69681,0.13699984861026188,0.05612244897959184,0.18803418803418803,0.0944206008583691,0.43356398353332753,69681,22
bl_span_comfortable__ni_k5_r2,ni_k5_r2,fixed,,,233,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,70113,0.1378492040242145,0.05612244897959184,0.18803418803418803,0.0944206008583691,0.43356398353332753,70113,22
bl_span_comfortable__ni_k5_r4,ni_k5_r4,fixed,,,233,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,70939,0.13947320303329985,0.05612244897959184,0.18803418803418803,0.0944206008583691,0.43356398353332753,70939,22
bl_span_comfortable__ni_k3_r1,ni_k3_r1,fixed,,,247,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,73246,0.14400899687586632,0.058673469387755105,0.19658119658119658,0.0931174089068826,0.4275799388581344,73246,23
bl_practical_or_crossing__ni_k2_r2,ni_k2_r2,fixed,,,243,bl_practical_or_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,74172,0.14582960593447775,0.061224489795918366,0.20512820512820512,0.09876543209876543,0.45351473922902497,74172,24
bl_span_practical__ni_k2_r2,ni_k2_r2,fixed,,,243,bl_span_practical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,74172,0.14582960593447775,0.061224489795918366,0.20512820512820512,0.09876543209876543,0.45351473922902497,74172,24
bl_step_crossing__ni_k2_r4,ni_k2_r4,fixed,,,228,bl_step_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,75274,0.14799624868025504,0.05612244897959184,0.18803418803418803,0.09649122807017543,0.4430719656283566,75274,22
bl_rate_q995__ni_k2_r4,ni_k2_r4,fixed,,,231,bl_rate_q995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,76243,0.14990140006016267,0.05612244897959184,0.18803418803418803,0.09523809523809523,0.43731778425655976,76243,22
bl_span_comfortable__ni_k3_r2,ni_k3_r2,fixed,,,261,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,77152,0.15168858541035465,0.06377551020408163,0.21367521367521367,0.09578544061302682,0.43983110485573546,77152,25
bl_rate_q990__ni_k2_r4,ni_k2_r4,fixed,,,237,bl_rate_q990,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,77544,0.15245929680449685,0.061224489795918366,0.20512820512820512,0.10126582278481013,0.46499612503229143,77544,24
bl_practical_or_rate995__ni_k2_r2,ni_k2_r2,fixed,,,250,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,78497,0.15433299057648034,0.06377551020408163,0.21367521367521367,0.1,0.4591836734693878,78497,25
bl_crossing__ni_k2_r4,ni_k2_r4,fixed,,,246,bl_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,79680,0.15665888746237375,0.0663265306122449,0.2222222222222222,0.10569105691056911,0.4853160776505725,79680,26
bl_rate_q975__ni_k2_r4,ni_k2_r4,fixed,,,259,bl_rate_q975,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,84414,0.16596640720693798,0.0663265306122449,0.2222222222222222,0.10038610038610038,0.460956583405563,84414,26
bl_span_comfortable__ni_k3_r4,ni_k3_r4,fixed,,,286,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,84448,0.16603325462377683,0.07397959183673469,0.24786324786324787,0.10139860139860139,0.4656058227486799,84448,29
bl_span_comfortable__ni_k2_r1,ni_k2_r1,fixed,,,292,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,85613,0.16832376170075558,0.0663265306122449,0.2222222222222222,0.08904109589041095,0.4088621750069891,85613,26
bl_two_signal_strict__ni_k2_r4,ni_k2_r4,fixed,,,289,bl_two_signal_strict,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,95958,0.18866307132422766,0.08163265306122448,0.27350427350427353,0.11072664359861592,0.5084386695854813,95958,32
bl_span_comfortable__ni_k2_r2,ni_k2_r2,fixed,,,338,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,100508,0.19760882857766393,0.08163265306122448,0.27350427350427353,0.09467455621301775,0.4347301050597754,100508,32
bl_practical_or_crossing__ni_k2_r4,ni_k2_r4,fixed,,,328,bl_practical_or_crossing,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,102481,0.2014879448548133,0.07653061224489796,0.2564102564102564,0.09146341463414634,0.41998506719761075,102481,30
bl_span_practical__ni_k2_r4,ni_k2_r4,fixed,,,328,bl_span_practical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,102481,0.2014879448548133,0.07653061224489796,0.2564102564102564,0.09146341463414634,0.41998506719761075,102481,30
bl_practical_or_rate995__ni_k2_r4,ni_k2_r4,fixed,,,335,bl_practical_or_rate995,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,106337,0.20906922836453862,0.07908163265306123,0.26495726495726496,0.09253731343283582,0.42491623515077676,106337,31
bl_span_comfortable__ni_k2_r4,ni_k2_r4,fixed,,,415,bl_span_comfortable,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,125951,0.24763232347858227,0.09693877551020408,0.3247863247863248,0.09156626506024096,0.42045733956233095,125951,38
bl_span_relative__ni_k5_r1,ni_k5_r1,fixed,,,624,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,182990,0.3597767296277582,0.15306122448979592,0.5128205128205128,0.09615384615384616,0.4415227629513344,182990,60
bl_span_relative__ni_k5_r2,ni_k5_r2,fixed,,,624,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,183282,0.3603508309723743,0.15306122448979592,0.5128205128205128,0.09615384615384616,0.4415227629513344,183282,60
bl_span_relative__ni_k5_r4,ni_k5_r4,fixed,,,624,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,183817,0.3614026947373388,0.15306122448979592,0.5128205128205128,0.09615384615384616,0.4415227629513344,183817,60
bl_span_relative__ni_k3_r1,ni_k3_r1,fixed,,,631,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,185343,0.36440296409310663,0.1556122448979592,0.5213675213675214,0.09667194928684628,0.44390180794980433,185343,61
bl_span_relative__ni_k3_r2,ni_k3_r2,fixed,,,637,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,187847,0.3693260797332395,0.15816326530612246,0.5299145299145299,0.09733124018838304,0.44692916413033035,187847,62
bl_span_relative__ni_k3_r4,ni_k3_r4,fixed,,,653,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,192537,0.37854709105601225,0.16581632653061223,0.5555555555555556,0.0995405819295559,0.4570741006969404,192537,65
bl_span_relative__ni_k2_r1,ni_k2_r1,fixed,,,660,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,193540,0.38051908985275873,0.16071428571428573,0.5384615384615384,0.09545454545454546,0.4383116883116884,193540,63
bl_span_relative__ni_k2_r2,ni_k2_r2,fixed,,,688,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,203230,0.39957060365183505,0.17091836734693877,0.5726495726495726,0.09738372093023256,0.44717014712861897,203230,67
bl_span_relative__ni_k2_r4,ni_k2_r4,fixed,,,745,bl_span_relative,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,219727,0.4320053635221511,0.18112244897959184,0.6068376068376068,0.0953020134228188,0.4376112861251884,219727,71
bl_hmm_disagreement__ni_k5_r1,ni_k5_r1,fixed,,,1009,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,279738,0.5499930203432418,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,279738,95
bl_hmm_disagreement__ni_k5_r2,ni_k5_r2,fixed,,,1009,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,279942,0.550394104844275,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,279942,95
bl_hmm_disagreement__ni_k5_r4,ni_k5_r4,fixed,,,1009,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,280332,0.5511608840374267,0.2423469387755102,0.811965811965812,0.09415262636273539,0.4323334884003156,280332,95
bl_hmm_disagreement__ni_k3_r1,ni_k3_r1,fixed,,,1013,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,281415,0.5532901708737941,0.2423469387755102,0.811965811965812,0.09378084896347483,0.430626347281262,281415,95
bl_hmm_disagreement__ni_k3_r2,ni_k3_r2,fixed,,,1019,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,283269,0.5569353211920074,0.24744897959183673,0.8290598290598291,0.09519136408243375,0.4371032024193387,283269,97
bl_hmm_disagreement__ni_k3_r4,ni_k3_r4,fixed,,,1025,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,286666,0.563614164574408,0.24744897959183673,0.8290598290598291,0.09463414634146342,0.43454454952712795,286666,97
bl_hmm_disagreement__ni_k2_r1,ni_k2_r1,fixed,,,1033,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,287117,0.5645008758977706,0.24489795918367346,0.8205128205128205,0.09293320425943853,0.4267341011912994,287117,96
bl_hmm_disagreement__ni_k2_r2,ni_k2_r2,fixed,,,1045,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,2.0,293994,0.5780217490036785,0.25,0.8376068376068376,0.0937799043062201,0.4306220095693781,293994,98
bl_hmm_disagreement__ni_k2_r4,ni_k2_r4,fixed,,,1071,bl_hmm_disagreement,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,4.0,305593,0.6008265486482076,0.25,0.8376068376068376,0.0915032679738562,0.42016806722689076,305593,98
hy_direct_plus_corroborated__ni_k5_r1,ni_k5_r1,fixed,,,139,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,42349,0.08326238987379601,0.04081632653061224,0.13675213675213677,0.11510791366906475,0.5285567464395831,42349,16
hy_direct_plus_corroborated__ni_k5_r2,ni_k5_r2,fixed,,,139,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,42818,0.08418449100607328,0.04081632653061224,0.13675213675213677,0.11510791366906475,0.5285567464395831,42818,16
hy_direct_plus_corroborated__ni_k5_r4,ni_k5_r4,fixed,,,139,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,43721,0.08595987975329371,0.04081632653061224,0.13675213675213677,0.11510791366906475,0.5285567464395831,43721,16
hy_direct_plus_corroborated__ni_k3_r1,ni_k3_r1,fixed,,,153,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,46292,0.091014724126609,0.04336734693877551,0.1452991452991453,0.1111111111111111,0.5102040816326531,46292,17
hy_two_of_three_families__ni_k5_r1,ni_k5_r1,fixed,,,169,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,50181,0.09866088895267792,0.061224489795918366,0.20512820512820512,0.14201183431952663,0.6520951575896632,50181,24
hy_direct_plus_corroborated__ni_k3_r2,ni_k3_r2,fixed,,,168,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,50601,0.09948665116068743,0.04846938775510204,0.1623931623931624,0.1130952380952381,0.5193148688046647,50601,19
hy_two_of_three_families__ni_k5_r2,ni_k5_r2,fixed,,,169,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,50660,0.0996026510899078,0.061224489795918366,0.20512820512820512,0.14201183431952663,0.6520951575896632,50660,24
hy_two_of_three_families__ni_k5_r4,ni_k5_r4,fixed,,,169,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,51559,0.10137017543514719,0.061224489795918366,0.20512820512820512,0.14201183431952663,0.6520951575896632,51559,24
hy_two_of_three_families__ni_k3_r1,ni_k3_r1,fixed,,,182,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,1.0,54100,0.10636603679360467,0.06377551020408163,0.21367521367521367,0.13736263736263737,0.6307468042161921,54100,25
hy_two_of_three_families__ni_k3_r2,ni_k3_r2,fixed,,,196,hy_two_of_three_families,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,2.0,58314,0.11465118428063333,0.06887755102040816,0.23076923076923078,0.1377551020408163,0.6325489379425239,58314,27
hy_direct_plus_corroborated__ni_k3_r4,ni_k3_r4,fixed,,,195,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",3.0,4.0,58666,0.11534325165496509,0.058673469387755105,0.19658119658119658,0.11794871794871795,0.5416012558869702,58666,23
hy_direct_plus_corroborated__ni_k2_r1,ni_k2_r1,fixed,,,201,hy_direct_plus_corroborated,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",2.0,1.0,60032,0.11802894493149123,0.05357142857142857,0.1794871794871795,0.1044776119402985,0.47974413646055436,60032,21
hy_hierarchical__ni_k5_r1,ni_k5_r1,fixed,,,222,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,1.0,62614,0.1231054164102544,0.058673469387755105,0.19658119658119658,0.1036036036036036,0.47573083287369,62614,23
hy_hierarchical__ni_k5_r2,ni_k5_r2,fixed,,,222,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,2.0,63058,0.12397836503015015,0.058673469387755105,0.19658119658119658,0.1036036036036036,0.47573083287369,63058,23
hy_hierarchical__ni_k5_r4,ni_k5_r4,fixed,,,222,hy_hierarchical,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",5.0,4.0,63902,0.1256377538481502,0.058673469387755105,0.19658119658119658,0.1036036036036036,0.47573083287369,63902,23
